,idx,CULTURE
52932,52932,
52933,52933,
52934,52934,
52935,52935,
52936,52936,
52937,52937,
52938,52938,
52939,52939,
52940,52940,
52941,52941,
52942,52942,
52943,52943,
52944,52944,
52945,52945,
52946,52946,
52947,52947,
52948,52948,
52949,52949,
52950,52950,
52951,52951,
52952,52952,
52953,52953,
52954,52954,
52955,52955,
52956,52956,
52957,52957,
52958,52958,
52959,52959,
52960,52960,
52961,52961,
52962,52962,
52963,52963,
52964,52964,
52965,52965,
52966,52966,
52967,52967,
52968,52968,
52969,52969,
52970,52970,
52971,52971,
52972,52972,
52973,52973,
52974,52974,
52975,52975,
52976,52976,
52977,52977,
52978,52978,
52979,52979,
52980,52980,
52981,52981,
52982,52982,
52983,52983,
52984,52984,
52985,52985,
52986,52986,
52987,52987,
52988,52988,
52989,52989,
52990,52990,
52991,52991,
52992,52992,
52993,52993,
52994,52994,
52995,52995,
52996,52996,
52997,52997,
52998,52998,
52999,52999,
53000,53000,
53001,53001,
53002,53002,
53003,53003,
53004,53004,
53005,53005,
53006,53006,
53007,53007,
53008,53008,
53009,53009,
53010,53010,
53011,53011,
53012,53012,
53013,53013,
53014,53014,
53015,53015,
53016,53016,
53017,53017,
53018,53018,
53019,53019,
53020,53020,
53021,53021,
53022,53022,
53023,53023,
53024,53024,
53025,53025,
53026,53026,
53027,53027,
53028,53028,
53029,53029,
53030,53030,
53031,53031,
53032,53032,
53033,53033,
53034,53034,
53035,53035,
53036,53036,
53037,53037,
53038,53038,
53039,53039,
53040,53040,
53041,53041,
53042,53042,
53043,53043,
53044,53044,
53045,53045,
53046,53046,
53047,53047,
53048,53048,
53049,53049,
53050,53050,
53051,53051,
53052,53052,
53053,53053,
53054,53054,
53055,53055,
53056,53056,
53057,53057,
53058,53058,
53059,53059,
53060,53060,
53061,53061,
53062,53062,
53063,53063,
53064,53064,
53065,53065,
53066,53066,
53067,53067,
53068,53068,
53069,53069,
53070,53070,
53071,53071,
53072,53072,
53073,53073,
53074,53074,
53075,53075,
53076,53076,
53077,53077,
53078,53078,
53079,53079,
53080,53080,
53081,53081,
53082,53082,
53083,53083,
53084,53084,
53085,53085,
53086,53086,
53087,53087,
53088,53088,
53089,53089,
53090,53090,
53091,53091,
53092,53092,
53093,53093,
53094,53094,
53095,53095,
53096,53096,
53097,53097,
53098,53098,
53099,53099,
53100,53100,
53101,53101,
53102,53102,
53103,53103,
53104,53104,
53105,53105,
53106,53106,
53107,53107,
53108,53108,
53109,53109,
53110,53110,
53111,53111,
53112,53112,
53113,53113,
53114,53114,
53115,53115,
53116,53116,
53117,53117,
53118,53118,
53119,53119,
53120,53120,
53121,53121,
53122,53122,
53123,53123,
53124,53124,
53125,53125,
53126,53126,
53127,53127,
53128,53128,
53129,53129,
53130,53130,
53131,53131,
53132,53132,
53133,53133,
53134,53134,
53135,53135,
53136,53136,
53137,53137,
53138,53138,
53139,53139,
53140,53140,
53141,53141,
53142,53142,
53143,53143,
53144,53144,
53145,53145,
53146,53146,
53147,53147,
53148,53148,
53149,53149,
53150,53150,
53151,53151,
53152,53152,
53153,53153,
53154,53154,
53155,53155,
53156,53156,
53157,53157,
53158,53158,
53159,53159,
53160,53160,
53161,53161,
53162,53162,
53163,53163,
53164,53164,
53165,53165,
53166,53166,
53167,53167,
53168,53168,
53169,53169,
53170,53170,
53171,53171,
53172,53172,
53173,53173,
53174,53174,
53175,53175,
53176,53176,
53177,53177,
53178,53178,
53179,53179,
53180,53180,
53181,53181,
53182,53182,
53183,53183,
53184,53184,
53185,53185,
53186,53186,
53187,53187,
53188,53188,
53189,53189,
53190,53190,
53191,53191,
53192,53192,
53193,53193,
53194,53194,
53195,53195,
53196,53196,
53197,53197,
53198,53198,
53199,53199,
53200,53200,
53201,53201,
53202,53202,
53203,53203,
53204,53204,
53205,53205,
53206,53206,
53207,53207,
53208,53208,
53209,53209,
53210,53210,
53211,53211,
53212,53212,
53213,53213,
53214,53214,
53215,53215,
53216,53216,
53217,53217,
53218,53218,
53219,53219,
53220,53220,
53221,53221,
53222,53222,
53223,53223,
53224,53224,
53225,53225,
53226,53226,
53227,53227,
53228,53228,
53229,53229,
53230,53230,
53231,53231,
53232,53232,
53233,53233,
53234,53234,
53235,53235,
53236,53236,
53237,53237,
53238,53238,
53239,53239,
53240,53240,
53241,53241,
53242,53242,
53243,53243,
53244,53244,
53245,53245,
53246,53246,
53247,53247,
53248,53248,
53249,53249,
53250,53250,
53251,53251,
53252,53252,
53253,53253,
53254,53254,
53255,53255,
53256,53256,
53257,53257,
53258,53258,
53259,53259,
53260,53260,
53261,53261,
53262,53262,
53263,53263,
53264,53264,
53265,53265,
53266,53266,
53267,53267,
53268,53268,
53269,53269,
53270,53270,
53271,53271,
53272,53272,
53273,53273,
53274,53274,
53275,53275,
53276,53276,
53277,53277,
53278,53278,
53279,53279,
53280,53280,
53281,53281,
53282,53282,
53283,53283,
53284,53284,
53285,53285,
53286,53286,
53287,53287,
53288,53288,
53289,53289,
53290,53290,
53291,53291,
53292,53292,
53293,53293,
53294,53294,
53295,53295,
53296,53296,
53297,53297,
53298,53298,
53299,53299,
53300,53300,
53301,53301,
53302,53302,
53303,53303,
53304,53304,
53305,53305,
53306,53306,
53307,53307,
53308,53308,
53309,53309,
53310,53310,
53311,53311,
53312,53312,
53313,53313,
53314,53314,
53315,53315,
53316,53316,
53317,53317,
53318,53318,
53319,53319,
53320,53320,
53321,53321,
53322,53322,
53323,53323,
53324,53324,
53325,53325,
53326,53326,
53327,53327,
53328,53328,
53329,53329,
53330,53330,
53331,53331,
53332,53332,
53333,53333,
53334,53334,
53335,53335,
53336,53336,
53337,53337,
53338,53338,
53339,53339,
53340,53340,
53341,53341,
53342,53342,
53343,53343,
53344,53344,
53345,53345,
53346,53346,
53347,53347,
53348,53348,
53349,53349,
53350,53350,
53351,53351,
53352,53352,
53353,53353,
53354,53354,
53355,53355,
53356,53356,
53357,53357,
53358,53358,
53359,53359,
53360,53360,
53361,53361,
53362,53362,
53363,53363,
53364,53364,
53365,53365,
53366,53366,
53367,53367,
53368,53368,
53369,53369,
53370,53370,
53371,53371,
53372,53372,
53373,53373,
53374,53374,
53375,53375,
53376,53376,
53377,53377,
53378,53378,
53379,53379,
53380,53380,
53381,53381,
53382,53382,
53383,53383,
53384,53384,
53385,53385,
53386,53386,
53387,53387,
53388,53388,
53389,53389,
53390,53390,
53391,53391,
53392,53392,
53393,53393,
53394,53394,
53395,53395,
53396,53396,
53397,53397,
53398,53398,
53399,53399,
53400,53400,
53401,53401,
53402,53402,
53403,53403,
53404,53404,
53405,53405,
53406,53406,
53407,53407,
53408,53408,
53409,53409,
53410,53410,
53411,53411,
53412,53412,
53413,53413,
53414,53414,
53415,53415,
53416,53416,
53417,53417,
53418,53418,
53419,53419,
53420,53420,
53421,53421,
53422,53422,
53423,53423,
53424,53424,
53425,53425,
53426,53426,
53427,53427,
53428,53428,
53429,53429,
53430,53430,
53431,53431,
53432,53432,
53433,53433,
53434,53434,
53435,53435,
53436,53436,
53437,53437,
53438,53438,
53439,53439,
53440,53440,
53441,53441,
53442,53442,
53443,53443,
53444,53444,
53445,53445,
53446,53446,
53447,53447,
53448,53448,
53449,53449,
53450,53450,
53451,53451,
53452,53452,
53453,53453,
53454,53454,
53455,53455,
53456,53456,
53457,53457,
53458,53458,
53459,53459,
53460,53460,
53461,53461,
53462,53462,
53463,53463,
53464,53464,
53465,53465,
53466,53466,
53467,53467,
53468,53468,
53469,53469,
53470,53470,
53471,53471,
53472,53472,
53473,53473,
53474,53474,
53475,53475,
53476,53476,
53477,53477,
53478,53478,
53479,53479,
53480,53480,
53481,53481,
53482,53482,
53483,53483,
53484,53484,
53485,53485,
53486,53486,
53487,53487,
53488,53488,
53489,53489,
53490,53490,
53491,53491,
53492,53492,
53493,53493,
53494,53494,
53495,53495,
53496,53496,
53497,53497,
53498,53498,
53499,53499,
53500,53500,
53501,53501,
53502,53502,
53503,53503,
53504,53504,
53505,53505,
53506,53506,
53507,53507,
53508,53508,
53509,53509,
53510,53510,
53511,53511,
53512,53512,
53513,53513,
53514,53514,
53515,53515,
53516,53516,
53517,53517,
53518,53518,
53519,53519,
53520,53520,
53521,53521,
53522,53522,
53523,53523,
53524,53524,
53525,53525,
53526,53526,
53527,53527,
53528,53528,
53529,53529,
53530,53530,
53531,53531,
53532,53532,
53533,53533,
53534,53534,
53535,53535,
53536,53536,
53537,53537,
53538,53538,
53539,53539,
53540,53540,
53541,53541,
53542,53542,
53543,53543,
53544,53544,
53545,53545,
53546,53546,
53547,53547,
53548,53548,
53549,53549,
53550,53550,
53551,53551,
53552,53552,
53553,53553,
53554,53554,
53555,53555,
53556,53556,
53557,53557,
53558,53558,
53559,53559,
53560,53560,
53561,53561,
53562,53562,
53563,53563,
53564,53564,
53565,53565,
53566,53566,
53567,53567,
53568,53568,
53569,53569,
53570,53570,
53571,53571,
53572,53572,
53573,53573,
53574,53574,
53575,53575,
53576,53576,
53577,53577,
53578,53578,
53579,53579,
53580,53580,
53581,53581,
53582,53582,
53583,53583,
53584,53584,
53585,53585,
53586,53586,
53587,53587,
53588,53588,
53589,53589,
53590,53590,
53591,53591,
53592,53592,
53593,53593,
53594,53594,
53595,53595,
53596,53596,
53597,53597,
53598,53598,
53599,53599,
53600,53600,
53601,53601,
53602,53602,
53603,53603,
53604,53604,
53605,53605,
53606,53606,
53607,53607,
53608,53608,
53609,53609,
53610,53610,
53611,53611,
53612,53612,
53613,53613,
53614,53614,
53615,53615,
53616,53616,
53617,53617,
53618,53618,
53619,53619,
53620,53620,
53621,53621,
53622,53622,
53623,53623,
53624,53624,
53625,53625,
53626,53626,
53627,53627,
53628,53628,
53629,53629,
53630,53630,
53631,53631,
53632,53632,
53633,53633,
53634,53634,
53635,53635,
53636,53636,
53637,53637,
53638,53638,
53639,53639,
53640,53640,
53641,53641,
53642,53642,
53643,53643,
53644,53644,
53645,53645,
53646,53646,
53647,53647,
53648,53648,
53649,53649,
53650,53650,
53651,53651,
53652,53652,
53653,53653,
53654,53654,
53655,53655,
53656,53656,
53657,53657,
53658,53658,
53659,53659,
53660,53660,
53661,53661,
53662,53662,
53663,53663,
53664,53664,
53665,53665,
53666,53666,
53667,53667,
53668,53668,
53669,53669,
53670,53670,
53671,53671,
53672,53672,
53673,53673,
53674,53674,
53675,53675,
53676,53676,
53677,53677,
53678,53678,
53679,53679,
53680,53680,
53681,53681,
53682,53682,
53683,53683,
53684,53684,
53685,53685,
53686,53686,
53687,53687,
53688,53688,
53689,53689,
53690,53690,
53691,53691,
53692,53692,
53693,53693,
53694,53694,
53695,53695,
53696,53696,
53697,53697,
53698,53698,
53699,53699,
53700,53700,
53701,53701,
53702,53702,
53703,53703,
53704,53704,
53705,53705,
53706,53706,
53707,53707,
53708,53708,
53709,53709,
53710,53710,
53711,53711,
53712,53712,
53713,53713,
53714,53714,
53715,53715,
53716,53716,
53717,53717,
53718,53718,
53719,53719,
53720,53720,
53721,53721,
53722,53722,
53723,53723,
53724,53724,
53725,53725,
53726,53726,
53727,53727,
53728,53728,
53729,53729,
53730,53730,
53731,53731,
53732,53732,
53733,53733,
53734,53734,
53735,53735,
53736,53736,
53737,53737,
53738,53738,
53739,53739,
53740,53740,
53741,53741,
53742,53742,
53743,53743,
53744,53744,
53745,53745,
53746,53746,
53747,53747,
53748,53748,
53749,53749,
53750,53750,
53751,53751,
53752,53752,
53753,53753,
53754,53754,
53755,53755,
53756,53756,
53757,53757,
53758,53758,
53759,53759,
53760,53760,
53761,53761,
53762,53762,
53763,53763,
53764,53764,
53765,53765,
53766,53766,
53767,53767,
53768,53768,
53769,53769,
53770,53770,
53771,53771,
53772,53772,
53773,53773,
53774,53774,
53775,53775,
53776,53776,
53777,53777,
53778,53778,
53779,53779,
53780,53780,
53781,53781,
53782,53782,
53783,53783,
53784,53784,
53785,53785,
53786,53786,
53787,53787,
53788,53788,
53789,53789,
53790,53790,
53791,53791,
53792,53792,
53793,53793,
53794,53794,
53795,53795,
53796,53796,
53797,53797,
53798,53798,
53799,53799,
53800,53800,
53801,53801,
53802,53802,
53803,53803,
53804,53804,
53805,53805,
53806,53806,
53807,53807,
53808,53808,
53809,53809,
53810,53810,
53811,53811,
53812,53812,
53813,53813,
53814,53814,
53815,53815,
53816,53816,
53817,53817,
53818,53818,
53819,53819,
53820,53820,
53821,53821,
53822,53822,
53823,53823,
53824,53824,
53825,53825,
53826,53826,
53827,53827,
53828,53828,
53829,53829,
53830,53830,
53831,53831,
53832,53832,
53833,53833,
53834,53834,
53835,53835,
53836,53836,
53837,53837,
53838,53838,
53839,53839,
53840,53840,
53841,53841,
53842,53842,
53843,53843,
53844,53844,
53845,53845,
53846,53846,
53847,53847,
53848,53848,
53849,53849,
53850,53850,
53851,53851,
53852,53852,
53853,53853,
53854,53854,
53855,53855,
53856,53856,
53857,53857,
53858,53858,
53859,53859,
53860,53860,
53861,53861,
53862,53862,
53863,53863,
53864,53864,
53865,53865,
53866,53866,
53867,53867,
53868,53868,
53869,53869,
53870,53870,
53871,53871,
53872,53872,
53873,53873,
53874,53874,
53875,53875,
53876,53876,
53877,53877,
53878,53878,
53879,53879,
53880,53880,
53881,53881,
53882,53882,
53883,53883,
53884,53884,
53885,53885,
53886,53886,
53887,53887,
53888,53888,
53889,53889,
53890,53890,
53891,53891,
53892,53892,
53893,53893,
53894,53894,
53895,53895,
53896,53896,
53897,53897,
53898,53898,
53899,53899,
53900,53900,
53901,53901,
53902,53902,
53903,53903,
53904,53904,
53905,53905,
53906,53906,
53907,53907,
53908,53908,
53909,53909,
53910,53910,
53911,53911,
53912,53912,
53913,53913,
53914,53914,
53915,53915,
53916,53916,
53917,53917,
53918,53918,
53919,53919,
53920,53920,
53921,53921,
53922,53922,
53923,53923,
53924,53924,
53925,53925,
53926,53926,
53927,53927,
53928,53928,
53929,53929,
53930,53930,
53931,53931,
53932,53932,
53933,53933,
53934,53934,
53935,53935,
53936,53936,
53937,53937,
53938,53938,
53939,53939,
53940,53940,
53941,53941,
53942,53942,
53943,53943,
53944,53944,
53945,53945,
53946,53946,
53947,53947,
53948,53948,
53949,53949,
53950,53950,
53951,53951,
53952,53952,
53953,53953,
53954,53954,
53955,53955,
53956,53956,
53957,53957,
53958,53958,
53959,53959,
53960,53960,
53961,53961,
53962,53962,
53963,53963,
53964,53964,
53965,53965,
53966,53966,
53967,53967,
53968,53968,
53969,53969,
53970,53970,
53971,53971,
53972,53972,
53973,53973,
53974,53974,
53975,53975,
53976,53976,
53977,53977,
53978,53978,
53979,53979,
53980,53980,
53981,53981,
53982,53982,
53983,53983,
53984,53984,
53985,53985,
53986,53986,
53987,53987,
53988,53988,
53989,53989,
53990,53990,
53991,53991,
53992,53992,
53993,53993,
53994,53994,
53995,53995,
53996,53996,
53997,53997,
53998,53998,
53999,53999,
54000,54000,
54001,54001,
54002,54002,
54003,54003,
54004,54004,
54005,54005,
54006,54006,
54007,54007,
54008,54008,
54009,54009,
54010,54010,
54011,54011,
54012,54012,
54013,54013,
54014,54014,
54015,54015,
54016,54016,
54017,54017,
54018,54018,
54019,54019,
54020,54020,
54021,54021,
54022,54022,
54023,54023,
54024,54024,
54025,54025,
54026,54026,
54027,54027,
54028,54028,
54029,54029,
54030,54030,
54031,54031,
54032,54032,
54033,54033,
54034,54034,
54035,54035,
54036,54036,
54037,54037,
54038,54038,
54039,54039,
54040,54040,
54041,54041,
54042,54042,
54043,54043,
54044,54044,
54045,54045,
54046,54046,
54047,54047,
54048,54048,
54049,54049,
54050,54050,
54051,54051,
54052,54052,
54053,54053,
54054,54054,
54055,54055,
54056,54056,
54057,54057,
54058,54058,
54059,54059,
54060,54060,
54061,54061,
54062,54062,
54063,54063,
54064,54064,
54065,54065,
54066,54066,
54067,54067,
54068,54068,
54069,54069,
54070,54070,
54071,54071,
54072,54072,
54073,54073,
54074,54074,
54075,54075,
54076,54076,
54077,54077,
54078,54078,
54079,54079,
54080,54080,
54081,54081,
54082,54082,
54083,54083,
54084,54084,
54085,54085,
54086,54086,
54087,54087,
54088,54088,
54089,54089,
54090,54090,
54091,54091,
54092,54092,
54093,54093,
54094,54094,
54095,54095,
54096,54096,
54097,54097,
54098,54098,
54099,54099,
54100,54100,
54101,54101,
54102,54102,
54103,54103,
54104,54104,
54105,54105,
54106,54106,
54107,54107,
54108,54108,
54109,54109,
54110,54110,
54111,54111,
54112,54112,
54113,54113,
54114,54114,
54115,54115,
54116,54116,
54117,54117,
54118,54118,
54119,54119,
54120,54120,
54121,54121,
54122,54122,
54123,54123,
54124,54124,
54125,54125,
54126,54126,
54127,54127,
54128,54128,
54129,54129,
54130,54130,
54131,54131,
54132,54132,
54133,54133,
54134,54134,
54135,54135,
54136,54136,
54137,54137,
54138,54138,
54139,54139,
54140,54140,
54141,54141,
54142,54142,
54143,54143,
54144,54144,
54145,54145,
54146,54146,
54147,54147,
54148,54148,
54149,54149,
54150,54150,
54151,54151,
54152,54152,
54153,54153,
54154,54154,
54155,54155,
54156,54156,
54157,54157,
54158,54158,
54159,54159,
54160,54160,
54161,54161,
54162,54162,
54163,54163,
54164,54164,
54165,54165,
54166,54166,
54167,54167,
54168,54168,
54169,54169,
54170,54170,
54171,54171,
54172,54172,
54173,54173,
54174,54174,
54175,54175,
54176,54176,
54177,54177,
54178,54178,
54179,54179,
54180,54180,
54181,54181,
54182,54182,
54183,54183,
54184,54184,
54185,54185,
54186,54186,
54187,54187,
54188,54188,
54189,54189,
54190,54190,
54191,54191,
54192,54192,
54193,54193,
54194,54194,
54195,54195,
54196,54196,
54197,54197,
54198,54198,
54199,54199,
54200,54200,
54201,54201,
54202,54202,
54203,54203,
54204,54204,
54205,54205,
54206,54206,
54207,54207,
54208,54208,
54209,54209,
54210,54210,
54211,54211,
54212,54212,
54213,54213,
54214,54214,
54215,54215,
54216,54216,
54217,54217,
54218,54218,
54219,54219,
54220,54220,
54221,54221,
54222,54222,
54223,54223,
54224,54224,
54225,54225,
54226,54226,
54227,54227,
54228,54228,
54229,54229,
54230,54230,
54231,54231,
54232,54232,
54233,54233,
54234,54234,
54235,54235,
54236,54236,
54237,54237,
54238,54238,
54239,54239,
54240,54240,
54241,54241,
54242,54242,
54243,54243,
54244,54244,
54245,54245,
54246,54246,
54247,54247,
54248,54248,
54249,54249,
54250,54250,
54251,54251,
54252,54252,
54253,54253,
54254,54254,
54255,54255,
54256,54256,
54257,54257,
54258,54258,
54259,54259,
54260,54260,
54261,54261,
54262,54262,
54263,54263,
54264,54264,
54265,54265,
54266,54266,
54267,54267,
54268,54268,
54269,54269,
54270,54270,
54271,54271,
54272,54272,
54273,54273,
54274,54274,
54275,54275,
54276,54276,
54277,54277,
54278,54278,
54279,54279,
54280,54280,
54281,54281,
54282,54282,
54283,54283,
54284,54284,
54285,54285,
54286,54286,
54287,54287,
54288,54288,
54289,54289,
54290,54290,
54291,54291,
54292,54292,
54293,54293,
54294,54294,
54295,54295,
54296,54296,
54297,54297,
54298,54298,
54299,54299,
54300,54300,
54301,54301,
54302,54302,
54303,54303,
54304,54304,
54305,54305,
54306,54306,
54307,54307,
54308,54308,
54309,54309,
54310,54310,
54311,54311,
54312,54312,
54313,54313,
54314,54314,
54315,54315,
54316,54316,
54317,54317,
54318,54318,
54319,54319,
54320,54320,
54321,54321,
54322,54322,
54323,54323,
54324,54324,
54325,54325,
54326,54326,
54327,54327,
54328,54328,
54329,54329,
54330,54330,
54331,54331,
54332,54332,
54333,54333,
54334,54334,
54335,54335,
54336,54336,
54337,54337,
54338,54338,
54339,54339,
54340,54340,
54341,54341,
54342,54342,
54343,54343,
54344,54344,
54345,54345,
54346,54346,
54347,54347,
54348,54348,
54349,54349,
54350,54350,
54351,54351,
54352,54352,
54353,54353,
54354,54354,
54355,54355,
54356,54356,
54357,54357,
54358,54358,
54359,54359,
54360,54360,
54361,54361,
54362,54362,
54363,54363,
54364,54364,
54365,54365,
54366,54366,
54367,54367,
54368,54368,
54369,54369,
54370,54370,
54371,54371,
54372,54372,
54373,54373,
54374,54374,
54375,54375,
54376,54376,
54377,54377,
54378,54378,
54379,54379,
54380,54380,
54381,54381,
54382,54382,
54383,54383,
54384,54384,
54385,54385,
54386,54386,
54387,54387,
54388,54388,
54389,54389,
54390,54390,
54391,54391,
54392,54392,
54393,54393,
54394,54394,
54395,54395,
54396,54396,
54397,54397,
54398,54398,
54399,54399,
54400,54400,
54401,54401,
54402,54402,
54403,54403,
54404,54404,
54405,54405,
54406,54406,
54407,54407,
54408,54408,
54409,54409,
54410,54410,
54411,54411,
54412,54412,
54413,54413,
54414,54414,
54415,54415,
54416,54416,
54417,54417,
54418,54418,
54419,54419,
54420,54420,
54421,54421,
54422,54422,
54423,54423,
54424,54424,
54425,54425,
54426,54426,
54427,54427,
54428,54428,
54429,54429,
54430,54430,
54431,54431,
54432,54432,
54433,54433,
54434,54434,
54435,54435,
54436,54436,
54437,54437,
54438,54438,
54439,54439,
54440,54440,
54441,54441,
54442,54442,
54443,54443,
54444,54444,
54445,54445,
54446,54446,
54447,54447,
54448,54448,
54449,54449,
54450,54450,
54451,54451,
54452,54452,
54453,54453,
54454,54454,
54455,54455,
54456,54456,
54457,54457,
54458,54458,
54459,54459,
54460,54460,
54461,54461,
54462,54462,
54463,54463,
54464,54464,
54465,54465,
54466,54466,
54467,54467,
54468,54468,
54469,54469,
54470,54470,
54471,54471,
54472,54472,
54473,54473,
54474,54474,
54475,54475,
54476,54476,
54477,54477,
54478,54478,
54479,54479,
54480,54480,
54481,54481,
54482,54482,
54483,54483,
54484,54484,
54485,54485,
54486,54486,
54487,54487,
54488,54488,
54489,54489,
54490,54490,
54491,54491,
54492,54492,
54493,54493,
54494,54494,
54495,54495,
54496,54496,
54497,54497,
54498,54498,
54499,54499,
54500,54500,
54501,54501,
54502,54502,
54503,54503,
54504,54504,
54505,54505,
54506,54506,
54507,54507,
54508,54508,
54509,54509,
54510,54510,
54511,54511,
54512,54512,
54513,54513,
54514,54514,
54515,54515,
54516,54516,
54517,54517,
54518,54518,
54519,54519,
54520,54520,
54521,54521,
54522,54522,
54523,54523,
54524,54524,
54525,54525,
54526,54526,
54527,54527,
54528,54528,
54529,54529,
54530,54530,
54531,54531,
54532,54532,
54533,54533,
54534,54534,
54535,54535,
54536,54536,
54537,54537,
54538,54538,
54539,54539,
54540,54540,
54541,54541,
54542,54542,
54543,54543,
54544,54544,
54545,54545,
54546,54546,
54547,54547,
54548,54548,
54549,54549,
54550,54550,
54551,54551,
54552,54552,
54553,54553,
54554,54554,
54555,54555,
54556,54556,
54557,54557,
54558,54558,
54559,54559,
54560,54560,
54561,54561,
54562,54562,
54563,54563,
54564,54564,
54565,54565,
54566,54566,
54567,54567,
54568,54568,
54569,54569,
54570,54570,
54571,54571,
54572,54572,
54573,54573,
54574,54574,
54575,54575,
54576,54576,
54577,54577,
54578,54578,
54579,54579,
54580,54580,
54581,54581,
54582,54582,
54583,54583,
54584,54584,
54585,54585,
54586,54586,
54587,54587,
54588,54588,
54589,54589,
54590,54590,
54591,54591,
54592,54592,
54593,54593,
54594,54594,
54595,54595,
54596,54596,
54597,54597,
54598,54598,
54599,54599,
54600,54600,
54601,54601,
54602,54602,
54603,54603,
54604,54604,
54605,54605,
54606,54606,
54607,54607,
54608,54608,
54609,54609,
54610,54610,
54611,54611,
54612,54612,
54613,54613,
54614,54614,
54615,54615,
54616,54616,
54617,54617,
54618,54618,
54619,54619,
54620,54620,
54621,54621,
54622,54622,
54623,54623,
54624,54624,
54625,54625,
54626,54626,
54627,54627,
54628,54628,
54629,54629,
54630,54630,
54631,54631,
54632,54632,
54633,54633,
54634,54634,
54635,54635,
54636,54636,
54637,54637,
54638,54638,
54639,54639,
54640,54640,
54641,54641,
54642,54642,
54643,54643,
54644,54644,
54645,54645,
54646,54646,
54647,54647,
54648,54648,
54649,54649,
54650,54650,
54651,54651,
54652,54652,
54653,54653,
54654,54654,
54655,54655,
54656,54656,
54657,54657,
54658,54658,
54659,54659,
54660,54660,
54661,54661,
54662,54662,
54663,54663,
54664,54664,
54665,54665,
54666,54666,
54667,54667,
54668,54668,
54669,54669,
54670,54670,
54671,54671,
54672,54672,
54673,54673,
54674,54674,
54675,54675,
54676,54676,
54677,54677,
54678,54678,
54679,54679,
54680,54680,
54681,54681,
54682,54682,
54683,54683,
54684,54684,
54685,54685,
54686,54686,
54687,54687,
54688,54688,
54689,54689,
54690,54690,
54691,54691,
54692,54692,
54693,54693,
54694,54694,
54695,54695,
54696,54696,
54697,54697,
54698,54698,
54699,54699,
54700,54700,
54701,54701,
54702,54702,
54703,54703,
54704,54704,
54705,54705,
54706,54706,
54707,54707,
54708,54708,
54709,54709,
54710,54710,
54711,54711,
54712,54712,
54713,54713,
54714,54714,
54715,54715,
54716,54716,
54717,54717,
54718,54718,
54719,54719,
54720,54720,
54721,54721,
54722,54722,
54723,54723,
54724,54724,
54725,54725,
54726,54726,
54727,54727,
54728,54728,
54729,54729,
54730,54730,
54731,54731,
54732,54732,
54733,54733,
54734,54734,
54735,54735,
54736,54736,
54737,54737,
54738,54738,
54739,54739,
54740,54740,
54741,54741,
54742,54742,
54743,54743,
54744,54744,
54745,54745,
54746,54746,
54747,54747,
54748,54748,
54749,54749,
54750,54750,
54751,54751,
54752,54752,
54753,54753,
54754,54754,
54755,54755,
54756,54756,
54757,54757,
54758,54758,
54759,54759,
54760,54760,
54761,54761,
54762,54762,
54763,54763,
54764,54764,
54765,54765,
54766,54766,
54767,54767,
54768,54768,
54769,54769,
54770,54770,
54771,54771,
54772,54772,
54773,54773,
54774,54774,
54775,54775,
54776,54776,
54777,54777,
54778,54778,
54779,54779,
54780,54780,
54781,54781,
54782,54782,
54783,54783,
54784,54784,
54785,54785,
54786,54786,
54787,54787,
54788,54788,
54789,54789,
54790,54790,
54791,54791,
54792,54792,
54793,54793,
54794,54794,
54795,54795,
54796,54796,
54797,54797,
54798,54798,
54799,54799,
54800,54800,
54801,54801,
54802,54802,
54803,54803,
54804,54804,
54805,54805,
54806,54806,
54807,54807,
54808,54808,
54809,54809,
54810,54810,
54811,54811,
54812,54812,
54813,54813,
54814,54814,
54815,54815,
54816,54816,
54817,54817,
54818,54818,
54819,54819,
54820,54820,
54821,54821,
54822,54822,
54823,54823,
54824,54824,
54825,54825,
54826,54826,
54827,54827,
54828,54828,
54829,54829,
54830,54830,
54831,54831,
54832,54832,
54833,54833,
54834,54834,
54835,54835,
54836,54836,
54837,54837,
54838,54838,
54839,54839,
54840,54840,
54841,54841,
54842,54842,
54843,54843,
54844,54844,
54845,54845,
54846,54846,
54847,54847,
54848,54848,
54849,54849,
54850,54850,
54851,54851,
54852,54852,
54853,54853,
54854,54854,
54855,54855,
54856,54856,
54857,54857,
54858,54858,
54859,54859,
54860,54860,
54861,54861,
54862,54862,
54863,54863,
54864,54864,
54865,54865,
54866,54866,
54867,54867,
54868,54868,
54869,54869,
54870,54870,
54871,54871,
54872,54872,
54873,54873,
54874,54874,
54875,54875,
54876,54876,
54877,54877,
54878,54878,
54879,54879,
54880,54880,
54881,54881,
54882,54882,
54883,54883,
54884,54884,
54885,54885,
54886,54886,
54887,54887,
54888,54888,
54889,54889,
54890,54890,
54891,54891,
54892,54892,
54893,54893,
54894,54894,
54895,54895,
54896,54896,
54897,54897,
54898,54898,
54899,54899,
54900,54900,
54901,54901,
54902,54902,
54903,54903,
54904,54904,
54905,54905,
54906,54906,
54907,54907,
54908,54908,
54909,54909,
54910,54910,
54911,54911,
54912,54912,
54913,54913,
54914,54914,
54915,54915,
54916,54916,
54917,54917,
54918,54918,
54919,54919,
54920,54920,
54921,54921,
54922,54922,
54923,54923,
54924,54924,
54925,54925,
54926,54926,
54927,54927,
54928,54928,
54929,54929,
